Name,zcmb,zhel,error,mb,error_mb,X1,error_X1,c,error_c,LogMst,error_Mst,tmax,error_tmax,"cov(mb,s)","cov(mb,c)","cov(s,c)",set,Radeg,Dedeg,bias,omegam,error_omegam,alpha,error_alpha,beta,error_beta,MB1,error_MB1,deltaM,error_deltaM,deltaM_9,deltaM_9.5,deltaM_10.5,deltaM_11,deltaM_9.9,deltaM_10.1,chi_sq,mydeltaM,mydeltaM_max,mydeltaM_min,deltaM_sSFR,deltaM_sSFR_err,,Host_Galaxy_Data,SN_Name,zcmb,logMst,Mst_upper,Mst_lower,logSFR,SFR_upper,SFR_lower,logsSFR,sSFR_upper,sSFR_lower,local_SFR,local_SFR_upper,local_SFR_lower
04D1pu,0.637701,0.639,0,24.012142,0.100758,-1.611068,0.377261,0.106744,0.082963,9.314,0.2395,53330.12527,0.49242,0.009287,0.001795,0.006549,1,36.868641,-4.744934,-0.000958,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D1pu,0.639,9.36,9.66,9.18,1.02,1.1,0.31,-8.34,-8.08,-9.35,,,
04D1qd,0.765588,0.767,0,24.244208,0.09633,0.180928,0.273244,0.01206,0.053803,10.496,0.0645,53329.53594,0.36754,0.003763,0.000191,0.002279,1,36.637813,-4.107177,-0.008797,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D1qd,0.767,10.54,10.6,10.47,0.47,1.03,0.27,-10.07,-9.44,-10.33,,,
04D1rh,0.434861,0.436,0,22.556493,0.087188,0.828369,0.210173,-0.057039,0.025846,9.888,0.132,53350.85446,0.259693,0.000738,0.00049,0.000144,1,36.946448,-4.253765,0.001224,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D1rh,0.435,9.92,10.06,9.79,-0.1,0.84,-0.18,-10.02,-8.95,-10.24,,,
04D1rx,0.983407,0.985,0,24.760473,0.114131,0.594869,0.448702,-0.099334,0.059378,9.769,0.125,53352.51494,0.842783,0.006063,-0.001797,0.006621,1,36.295958,-4.618349,-0.029759,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D1rx,0.985,9.83,10,9.75,0.47,1.46,0.19,-9.36,-8.29,-9.81,,,
04D1sa,0.583743,0.585,0,23.564276,0.091595,-0.442871,0.288839,-0.066413,0.033662,10.623,0.064,53360.23126,0.322116,0.004025,0.000291,0.000418,1,36.983995,-4.176071,0.000774,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D1sa,0.585,10.66,10.74,10.61,0.69,1.07,0.54,-9.97,-9.54,-10.2,,,
04D1si,0.700631,0.702,0,23.857842,0.094362,0.136556,0.296761,-0.011566,0.054476,10.638,0.127,53359.9301,0.367187,0.004167,0.000348,0.001472,1,36.203316,-4.56895,-0.004181,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D1si,0.702,10.68,10.87,10.62,1.38,1.41,0.57,-9.3,-9.21,-10.3,,,
04D1sk,0.662058,0.6634,0,24.072652,0.093186,0.44517,0.376768,0.084112,0.055869,10.416,0.15,53355.27201,0.52358,0.004263,0.000584,0.002546,1,36.094908,-4.353621,-0.002052,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D1sk,0.663,10.46,10.63,10.33,1.11,1.16,0.47,-9.35,-9.17,-10.16,,,
04D2al,0.838126,0.836,0,24.337904,0.113632,-1.313788,1.141614,-0.090405,0.082993,9.642,0.219,53034.7217,1.163701,-0.018419,-0.00296,0.053578,1,150.468646,2.164106,-0.015223,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D2al,0.836,9.69,9.95,9.52,-0.38,1.37,-0.55,-10.07,-8.15,-10.5,,,
04D2an,0.621874,0.62,0,23.581303,0.092366,-0.297309,0.570339,-0.043585,0.048332,7.542,0.574,53031.16283,0.689737,0.005765,0.000278,0.007512,1,150.217956,2.04123,-0.000352,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D2an,0.62,7.58,8.16,7.01,-0.75,-0.48,-1.37,-8.33,-7.49,-9.53,,,
04D2cf,0.370586,0.369,0,22.462924,0.095747,-0.861569,0.218055,-0.014022,0.034607,10.809,0.1575,53075.84019,0.923642,-0.005152,0.001364,-0.002585,1,150.483707,1.879478,0.000174,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D2cf,0.369,10.83,11.05,10.74,1.31,1.39,0.29,-9.52,-9.35,-10.76,,,
04D2fp,0.416632,0.415,0,22.546572,0.087194,0.385152,0.128111,-0.049753,0.027585,10.235,0.2175,53107.43939,0.16122,0.000646,0.000509,-0.000269,1,149.867166,2.321014,0.000963,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D2fp,0.415,10.26,10.57,10.14,1.64,1.91,0.78,-8.62,-8.23,-9.79,,,
04D2fs,0.35857,0.357,0,22.425017,0.086485,0.093895,0.10194,0.060514,0.025777,8.386,0.294,53107.69811,0.127774,0.000331,0.000522,-0.000332,1,150.092026,1.765398,-4.40E-05,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D2fs,0.357,8.41,8.85,8.26,0.08,0.2,-1.1,-8.33,-8.06,-9.95,,,
04D2gb,0.451681,0.45,0,22.903257,0.088233,-1.587699,0.17313,0.028125,0.034468,10.246,0.09,53108.40136,0.207216,0.001046,0.000577,-0.000303,1,150.594449,1.894161,0.001422,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D2gb,0.45,10.28,10.4,10.21,0.26,0.29,-0.65,-10.02,-9.92,-11.05,,,
04D2gc,0.522762,0.521,0,23.329087,0.089115,1.140206,0.201606,0.018441,0.035678,9.326,0.2025,53118.11743,0.254157,0.001761,0.000408,-0.000301,1,150.413604,1.883052,0.00164,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D2gc,0.522,9.36,9.59,9.18,0.57,0.98,-0.08,-8.79,-8.2,-9.67,,,
04D2gp,0.733996,0.732,0,24.211821,0.1029,-1.352031,0.412599,-0.14094,0.08579,8.834,0.23,53110.4498,0.585038,0.007795,-0.001296,0.004435,1,149.834888,2.508879,-0.006398,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D2gp,0.732,8.88,9.21,8.75,0.54,0.61,-0.21,-8.34,-8.14,-9.42,,,
04D2iu,0.701965,0.7,0,24.226777,0.100028,-1.908278,0.419119,0.04058,0.085172,6,5,53120.73598,0.51681,0.008307,-0.000728,0.002177,1,150.304914,2.41505,-0.004263,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,,,,,,,,,,,,,,
04D2ja,0.742008,0.74,0,24.094212,0.103483,0.357631,0.400499,-0.201828,0.071427,10.991,0.0945,53123.20025,0.479119,0.011659,-0.001371,-0.002289,1,149.702091,1.771737,-0.00698,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D2ja,0.74,11.04,11.19,11.01,0.02,0.05,-3,-11.02,-10.96,-14.19,,,
04D2kr,0.746118,0.7441,0,23.855911,0.095641,0.789091,0.314259,-0.024482,0.052863,6,5,53359.38525,0.421319,0.004924,6.50E-05,-0.000687,1,150.155592,1.711927,-0.007286,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D2kr,0.744,11.15,11.77,10.76,2.74,2.88,0.79,-8.41,-7.88,-10.98,,,
04D2mc,0.34956,0.348,0,22.510167,0.089792,-1.796939,0.126086,0.084647,0.030212,10.96,0.118,53367.17179,0.131533,0.002033,0.000889,0.000792,1,150.148125,1.784181,-0.000206,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D2mc,0.348,10.98,11.15,10.91,-0.11,-0.07,-3,-11.09,-10.98,-14.15,,,
04D2mh,0.591835,0.59,0,23.386183,0.090444,1.581016,0.1742,0.022525,0.033803,9.097,0.418,53376.33226,0.246305,0.001447,0.000514,0.00011,1,149.941201,2.141025,0.000574,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D2mh,0.59,9.14,9.47,8.64,0.1,0.76,-0.21,-9.04,-7.88,-9.68,,,
04D2mj,0.514746,0.513,0,23.776721,0.090306,1.541433,0.225388,0.155788,0.03546,9.548,0.123,53374.43993,0.268534,0.002784,0.000699,0.000285,1,150.152215,2.577067,0.001675,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D2mj,0.513,9.58,9.76,9.51,0.96,1.11,0.32,-8.62,-8.4,-9.44,,,
04D3co,0.620632,0.62,0,23.784306,0.093091,-0.677025,0.195335,-0.027937,0.04632,9.517,0.243,53101.47167,0.260652,0.003159,0.000465,0.001031,1,214.458245,52.963611,-0.000308,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3co,0.62,9.56,9.71,9.23,0.1,0.67,-1.19,-9.46,-8.56,-10.9,,,
04D3cy,0.643646,0.643,0,23.786478,0.094148,-0.204658,0.205403,-0.027514,0.06525,9.98,0.212,53101.09541,0.263867,0.003557,0.000809,0.001339,1,214.55181,52.658332,-0.001207,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3cy,0.643,10.02,10.29,9.87,1.26,1.64,0.47,-8.76,-8.23,-9.82,,,
04D3dd,1.002795,1.002,0,25.039369,0.13731,0.671653,0.68379,-0.016458,0.07529,9.48,0.1335,53113.47653,1.147182,0.0288,-0.003574,0.011905,1,214.451686,52.470678,-0.031582,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3dd,1.002,9.54,9.66,9.4,0.21,0.42,-0.64,-9.33,-8.98,-10.3,,,
04D3df,0.470586,0.47,0,23.532383,0.087988,-2.06925,0.149804,0.105832,0.03024,6,5,53119.61029,0.189708,0.00055,0.000492,-0.000104,1,214.541671,52.277686,0.001587,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,,,,,,,,,,,,,,
04D3do,0.610643,0.61,0,23.559958,0.090588,-0.830682,0.148887,-0.118742,0.032813,10.485,0.071,53112.9897,0.26341,0.000712,0.000221,-0.000728,1,214.442008,52.267553,2.90E-05,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3do,0.61,10.53,10.61,10.47,<(-3),,,,,,,,
04D3ez,0.263487,0.263,0,21.66648,0.08555,-1.082884,0.08402,0.027124,0.023334,10.29,0.012,53115.46559,0.13028,0.000142,0.000511,3.00E-05,1,214.782644,53.071948,-0.001281,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3ez,0.263,10.31,10.32,10.29,0.24,0.25,0.16,-10.07,-10.04,-10.16,,,
04D3fk,0.358336,0.3578,0,22.515607,0.086303,-0.386641,0.080806,0.079161,0.023414,10.189,0.0765,53126.93163,0.083469,0.00031,0.000478,-3.50E-05,1,214.609102,52.528468,-4.80E-05,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3fk,0.358,10.21,10.31,10.16,0.62,0.65,0.31,-9.59,-9.51,-10,,,
04D3fq,0.742697,0.742,0,24.096172,0.097111,-0.429804,0.362643,-0.040737,0.06858,9.299,0.0455,53120.1557,0.498009,0.003755,-0.000466,0.002506,1,214.241188,52.379472,-0.007031,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3fq,0.742,9.35,9.41,9.32,1.01,1.04,0.68,-8.34,-8.28,-8.73,,,
04D3gt,0.451556,0.451,0,23.241924,0.087828,-0.213624,0.112274,0.191395,0.0291,11.34,0.0945,53137.86666,0.147746,0.0005,0.000531,-0.000192,1,215.635796,52.646921,0.001421,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,,,,,,,,,,,,,,
04D3gx,0.910752,0.91,0,24.654449,0.112202,-0.449029,0.439178,-0.145757,0.058715,6,5,53125.84646,0.515388,0.009446,-0.001716,0.002166,1,215.056948,52.282777,-0.022474,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,,,,,,,,,,,,,,
04D3hn,0.552605,0.552,0,23.48813,0.089654,-0.573944,0.124075,0.073514,0.037143,10.79,0.022,53137.15322,0.179585,0.000987,0.000538,0.0004,1,215.528731,52.228587,0.001353,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3hn,0.552,10.83,10.86,10.82,-0.2,-0.17,-1.09,-11.03,-10.99,-11.95,,,
04D3kr,0.337534,0.337,0,21.966214,0.086047,1.231534,0.086007,-0.018647,0.022822,9.287,0.0665,53166.00422,0.119512,0.000117,0.000478,-0.000147,1,214.149726,52.478874,-0.000416,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3kr,0.337,9.31,9.38,9.25,-0.18,-0.04,-0.28,-9.49,-9.29,-9.66,,,
04D3ks,0.750681,0.75,0,23.808932,0.099406,0.623562,0.308295,-0.030192,0.064184,8.459,0.226,53163.23207,0.348431,0.006903,-0.000581,-0.000198,1,215.63978,52.185184,-0.007631,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3ks,0.75,8.51,8.92,8.47,-0.71,0.5,-1.11,-9.22,-7.97,-10.03,,,
04D3lp,0.983777,0.983,0,24.982708,0.14188,-1.385938,0.567714,0.009485,0.079183,8.895,0.125,53148.88135,0.859081,0.023079,-0.004558,0.003503,1,214.96212,52.503195,-0.029794,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3lp,0.983,8.95,9.09,8.84,0.13,0.32,-0.06,-8.82,-8.52,-9.15,,,
04D3lu,0.822697,0.822,0,24.373493,0.100111,-0.556579,0.229796,-0.124503,0.058657,11.111,0.0765,53169.14493,0.400118,0.001991,-0.000763,0.001743,1,215.283209,52.974792,-0.013766,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3lu,0.822,11.16,11.24,11.09,<(-3),,,,,,,,
04D3mk,0.813696,0.813,0,24.296809,0.099177,-0.268869,0.28379,-0.147072,0.056741,9.719,0.349,53179.53384,0.327778,0.002661,-0.000635,0.002272,1,214.857351,53.163694,-0.012936,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3mk,0.813,9.77,10.27,9.58,-0.36,1.04,-0.44,-10.13,-8.54,-10.71,,,
04D3ml,0.950763,0.95,0,24.595947,0.112327,1.16976,0.445773,-0.137444,0.053817,9.882,0.2085,53180.27791,0.591101,0.010022,-0.00156,0.001837,1,214.162783,53.093253,-0.026542,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3ml,0.95,9.94,10.25,9.83,1.41,1.64,0.53,-8.53,-8.19,-9.72,,,
04D3nc,0.817732,0.817,0,24.272419,0.101608,1.189651,0.449516,-0.082973,0.057216,9.127,0.0765,53187.93741,0.498744,0.008546,-0.000619,0.003859,1,214.075911,52.273804,-0.013306,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3nc,0.817,9.18,9.24,9.09,0.49,0.83,0.14,-8.69,-8.26,-9.1,,,
04D3nh,0.34052,0.34,0,22.137345,0.0859,0.612333,0.087605,-0.003747,0.021528,9.356,0.0205,53174.38379,0.100258,0.000252,0.000449,0.000103,1,215.611283,52.333448,-0.000364,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3nh,0.34,9.38,9.4,9.36,-0.48,-0.47,-0.63,-9.86,-9.83,-10.03,,,
04D3nr,0.960751,0.96,0,24.586694,0.116274,0.200862,0.482331,0.026976,0.059622,6,5,53185.90644,0.589077,0.018011,-0.002114,-0.005166,1,215.660448,52.648687,-0.027541,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,,,,,,,,,,,,,,
04D3ny,0.81072,0.81,0,24.233543,0.105587,-0.074816,0.490557,-0.014984,0.065642,10.032,0.262,53194.18193,0.624883,0.011046,-0.000968,0.006243,1,214.734665,52.187465,-0.012665,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D3ny,0.81,10.08,10.36,9.83,0.83,0.98,-0.11,-9.25,-8.85,-10.47,,,
04D3oe,0.756687,0.756,0,24.054929,0.095935,-1.003254,0.276674,-0.2463,0.060008,7.492,54.194,53195.27138,0.343919,0.002535,-0.000255,0.002196,1,214.914099,52.553847,-0.008093,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,,,,,,,,,,,,,,
04D4an,0.611252,0.613,0,24.015491,0.095195,-0.360563,0.402949,0.020341,0.042269,10.541,0.154,53183.68979,0.490409,0.009725,0.00037,0.00203,1,333.98792,-17.695501,9.00E-06,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D4an,0.613,10.58,10.7,10.39,1.41,2,1.1,-9.17,-8.39,-9.6,,,
04D4bk,0.877971,0.88,0,24.329232,0.103099,1.742402,0.435908,-0.11251,0.060316,7.844,1.086,53192.08447,0.485339,0.007809,-0.000617,0.006922,1,333.7821,-18.060275,-0.019145,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D4bk,0.88,7.9,9.07,6.89,-1.03,-0.23,-3,-8.93,-7.12,-12.07,,,
04D4bq,0.548325,0.55,0,23.336908,0.09145,0.648772,0.262356,0.101208,0.039144,8.706,0.7525,53193.68095,0.297432,0.004529,0.000649,0.001878,1,333.705933,-17.827595,0.00141,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D4bq,0.55,8.74,9.56,8.06,0.4,0.6,-1.2,-8.34,-7.46,-10.76,,,
04D4dm,0.809032,0.811,0,24.395023,0.101626,-0.265832,0.320488,0.002784,0.062488,8.977,0.1235,53199.65672,0.580378,0.003685,-0.000776,0.003253,1,333.856058,-17.245159,-0.012512,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D4dm,0.811,9.03,9.11,8.86,0.57,0.7,0.28,-8.46,-8.16,-8.83,,,
04D4dw,1.0288,1.031,0,24.58883,0.1248,1.103181,0.423865,-0.141513,0.061134,10.785,0.22,53200.7187,0.671621,0.009513,-0.002814,0.003824,1,334.18614,-17.834071,-0.033878,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D4dw,1.031,10.85,11.14,10.7,1.38,1.96,0.29,-9.47,-8.74,-10.85,,,
04D4fx,0.627239,0.629,0,23.512839,0.092195,0.953562,0.194099,-0.033942,0.050867,8.305,0.6555,53242.51272,0.219309,0.002481,0.00072,0.000162,1,334.158899,-18.066356,-0.000548,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D4fx,0.629,8.35,8.98,7.67,-0.91,0.15,-1.44,-9.26,-7.52,-10.42,,,
04D4gg,0.422452,0.424,0,22.726347,0.08807,1.236716,0.138579,0.083147,0.026963,10.057,0.3455,53246.78296,0.121953,0.001462,0.000612,0.000474,1,334.038579,-17.294411,0.001051,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D4gg,0.424,10.09,10.51,9.82,1.56,1.85,0.71,-8.53,-7.97,-9.8,,,
04D4hf,0.9339,0.936,0,24.815885,0.126556,0.846145,0.644916,0.039429,0.084021,8.528,1.2765,53236.71125,1.44078,0.019094,-0.003461,-0.003116,1,334.241251,-17.687025,-0.024836,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D4hf,0.936,8.58,9.49,6.94,-0.17,0.36,-3,-8.75,-6.58,-12.49,,,
04D4hu,0.701158,0.703,0,23.921414,0.094504,0.014891,0.235769,-0.107691,0.058748,9.475,0.222,53256.87664,0.368925,0.003049,0.000195,0.000451,1,333.900866,-17.8389,-0.004213,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D4hu,0.703,9.52,9.85,9.41,1.12,1.21,0.28,-8.4,-8.2,-9.57,,,
04D4ib,0.697164,0.699,0,23.589462,0.093324,0.976498,0.218386,-0.137669,0.052668,10.994,0.118,53267.43866,0.29024,0.002045,0.000295,0.000589,1,334.173804,-18.105089,-0.00397,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D4ib,0.699,11.04,11.21,10.97,<(-3),,,,,,,,
04D4ic,0.685179,0.687,0,24.117729,0.0983,-0.865996,0.390089,-0.011201,0.073401,9.325,0.155,53256.30451,0.650148,0.00701,0.000122,0.001596,1,333.591057,-17.943487,-0.003271,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,04D4ic,0.687,9.37,9.49,9.18,0.27,0.62,-0.62,-9.1,-8.56,-10.11,,,
